Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
hCoV-19/Australia/VIC59/2020,EPI_ISL_419771,GISAID, ,Complete,29865,High,"0/0/7/0/6310~6312(3-2-0.67,SNP:6310; SNP:6312)",Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC60/2020,EPI_ISL_419772,GISAID, ,Complete,29899,High,0/0/7/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC62/2020,EPI_ISL_419774,GISAID, ,Complete,29865,High,0/0/5/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC55/2020,EPI_ISL_419776,GISAID, ,Complete,29865,High,0/0/5/0/NO,Homo Sapiens,2020-03-12,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC56/2020,EPI_ISL_419777,GISAID, ,Complete,29865,High,0/0/12/0/NO,Homo Sapiens,2020-03-12,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC57/2020,EPI_ISL_419779,GISAID, ,Complete,29868,High,0/0/6/0/NO,Homo Sapiens,2020-03-12,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC66/2020,EPI_ISL_419780,GISAID, ,Complete,29868,High,0/0/5/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC67/2020,EPI_ISL_419781,GISAID, ,Complete,29902,High,0/0/6/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC68/2020,EPI_ISL_419782,GISAID, ,Complete,29873,High,0/0/7/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC69/2020,EPI_ISL_419783,GISAID, ,Complete,29899,High,0/0/7/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC58/2020,EPI_ISL_419784,GISAID, ,Complete,29873,High,0/0/5/0/NO,Homo Sapiens,2020-03-12,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC73/2020,EPI_ISL_419785,GISAID, ,Complete,29891,High,0/0/11/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC70/2020,EPI_ISL_419786,GISAID, ,Complete,29865,High,0/0/4/0/NO,Homo Sapiens,2020-03-13,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC77/2020,EPI_ISL_419789,GISAID, ,Complete,29873,High,0/0/11/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC78/2020,EPI_ISL_419790,GISAID, ,Complete,29891,High,0/0/3/1/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC79/2020,EPI_ISL_419791,GISAID, ,Complete,29886,High,0/1/5/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC80/2020,EPI_ISL_419792,GISAID, ,Complete,29865,High,0/0/5/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC81/2020,EPI_ISL_419793,GISAID, ,Complete,29892,High,0/1/5/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC82/2020,EPI_ISL_419794,GISAID, ,Complete,29887,High,0/0/6/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC85/2020,EPI_ISL_419795,GISAID, ,Complete,29881,High,0/0/11/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC86/2020,EPI_ISL_419796,GISAID, ,Complete,29901,High,0/0/11/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC87/2020,EPI_ISL_419797,GISAID, ,Complete,29900,High,0/0/6/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC88/2020,EPI_ISL_419798,GISAID, ,Complete,29899,High,0/0/6/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC83/2020,EPI_ISL_419799,GISAID, ,Complete,29890,High,0/0/6/1/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC89/2020,EPI_ISL_419800,GISAID, ,Complete,29895,High,0/0/7/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC90/2020,EPI_ISL_419801,GISAID, ,Complete,29878,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC45/2020,EPI_ISL_419802,GISAID, ,Complete,29865,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-11,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC84/2020,EPI_ISL_419803,GISAID, ,Complete,29894,High,0/0/7/0/NO,Homo Sapiens,2020-03-14,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC91/2020,EPI_ISL_419804,GISAID, ,Complete,29901,High,4/0/6/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC94/2020,EPI_ISL_419805,GISAID, ,Complete,29896,High,0/0/7/0/NO,Homo Sapiens,2020-03-16,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC96/2020,EPI_ISL_419807,GISAID, ,Complete,29862,High,0/0/2/1/NO,Homo Sapiens,2020-03-16,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC97/2020,EPI_ISL_419808,GISAID, ,Complete,29865,High,0/0/5/0/NO,Homo Sapiens,2020-03-16,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC92/2020,EPI_ISL_419809,GISAID, ,Complete,29899,High,0/0/4/0/NO,Homo Sapiens,2020-03-15,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC98/2020,EPI_ISL_419810,GISAID, ,Complete,29896,High,0/1/6/0/NO,Homo Sapiens,2020-03-16,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC99/2020,EPI_ISL_419811,GISAID, ,Complete,29899,High,0/0/10/0/NO,Homo Sapiens,2020-03-16,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC100/2020,EPI_ISL_419812,GISAID, ,Complete,29865,High,1/0/12/0/NO,Homo Sapiens,2020-03-16,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC103/2020,EPI_ISL_419814,GISAID, ,Complete,29867,High,0/0/12/0/NO,Homo Sapiens,2020-03-17,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC46/2020,EPI_ISL_419816,GISAID, ,Complete,29899,High,0/0/6/0/NO,Homo Sapiens,2020-03-11,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC104/2020,EPI_ISL_419818,GISAID, ,Complete,29873,High,8/0/10/0/NO,Homo Sapiens,2020-03-17,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC105/2020,EPI_ISL_419819,GISAID, ,Complete,29902,High,0/0/8/0/NO,Homo Sapiens,2020-03-17,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC106/2020,EPI_ISL_419820,GISAID, ,Complete,29873,High,0/0/7/0/NO,Homo Sapiens,2020-03-17,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC112/2020,EPI_ISL_419821,GISAID, ,Complete,29893,High,0/0/11/0/NO,Homo Sapiens,2020-03-18,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC113/2020,EPI_ISL_419822,GISAID, ,Complete,29892,High,"0/1/8/0/1059~1060(2-2-1.00,SNP:1059; SNP:1060)",Homo Sapiens,2020-03-18,Australia / Victoria,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute",2020-04-03,"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute"
hCoV-19/Australia/VIC130/2020,EPI_ISL_419823,GISAID, ,Complete,29901,High,0/0/9/0/NO,Homo Sapiens,2020-03-21,Australia / Victoria,Microbiological Diagnostic Unit Public Health Laboratory,2020-04-03,Microbiological Diagnostic Unit Public Health Laboratory
